peaks_diff,period,oxigen_per_lit
646.666666667,5.63724894424,1.26365719064
626.5,5.41522084027,1.19882608696
530.333333333,2.5565892436,1.63424916388
385.6,2.9215733703,1.63093979933
502.0,2.73320921078,1.52442809365
436.4,3.27056624088,1.33726086957
392.583333333,2.80606776792,1.76878929766
566.8,3.37262242625,1.35353177258
444.75,2.82978311021,1.43855518395
418.233333333,2.94227801865,1.3622993311
536.05,2.69341161253,1.46557525084
442.2,2.76923821834,1.56863043478
431.4,2.88087239217,1.2091270903
748.19047619,1.76832437306,1.26836789298
722.69047619,2.12860167781,3.1977993311
857.380952381,2.62841191951,2.82214715719
1044.28571429,2.1143745827,3.70556354515
1132.18055556,1.77542520146,4.25557190635
1145.38888889,1.51585035631,5.19094648829
1230.2,1.46545737171,5.74234113712
1083.22222222,1.59641518415,5.22092307692
1043.98888889,1.51946526122,5.78835451505
1137.8,1.48841024043,5.43314882943
1148.62727273,1.41924593918,5.86656688963
1181.3,1.43567595277,5.60004849498
1068.2,1.43616706258,5.76042140468
1008.9,1.4777260714,5.78636789298
1003.69090909,1.41995618985,6.16269063545
1042.45454545,1.42470744166,6.12713377926
532.066666667,2.87418782062,0.012
390.0,5.36505542822,3.34431605351
465.0,5.24958197049,2.0184180602
367.333333333,5.39238522501,1.56168394649
389.85,2.97792813894,1.5845735786
241.5,4.09517994098,1.03611371237
295.333333333,3.48783743258,1.27639966555
323.2,3.35156675248,1.58009698997
329.583333333,2.68530743396,1.50419397993
473.214285714,2.00172186147,2.29885284281
566.5,3.76119113101,1.73086454849
405.5,3.73678587555,1.71497157191
434.8,2.84262445644,1.88784782609
437.8,2.74583881639,1.93649498328
483.4,2.72854503122,2.20312374582
489.833333333,2.33376117768,2.47852675585
542.547619048,2.24007896025,2.61076421405
536.166666667,2.27539280586,2.56498327759
518.958333333,2.02895961311,3.54597993311
594.142857143,2.28530872211,2.76815719064
448.333333333,5.70107888787,2.50256688963
637.19047619,2.26852918369,3.65432274247
640.833333333,2.25994485455,3.36855351171
681.880952381,2.21184874361,3.15573578595
711.142857143,2.06564050333,3.6267826087
734.803571429,1.95218860004,4.00951003344
695.666666667,1.6131724617,4.53930267559
735.017857143,1.86936048375,4.48022408027
826.285714286,1.99064231728,4.69416889632
804.722222222,1.80712015299,5.1431638796
830.777777778,1.6237536112,4.78104347826
760.955555556,1.42525522593,6.02183110368
806.777777778,1.63113740195,5.42840301003
836.0,1.4868537239,5.90181605351
862.1,1.40474041569,6.41892809365
875.492424242,1.34781218713,6.95795986622
907.818181818,1.34746186194,7.18323244147
867.121212121,1.23230591369,7.20914214047
870.358974359,1.19538689977,7.80469565217
880.461538462,1.15833927403,8.18377591973
912.33974359,1.2312123244,8.47009866221
931.25,1.26513341249,8.8682909699
932.0,1.16485586502,8.43456856187
900.752380952,1.04404550038,9.45035451505
823.133333333,0.963812053056,10.377861204
814.223809524,0.970486032037,10.5509749164
811.095238095,1.04613800921,5.28712374582
762.683333333,1.03245166874,0.0260066889632
263.0,13.4311210034,0.403806020067
318.75,3.79477373022,2.13778595318
315.5,3.92807631673,0.750807692308
453.75,4.36748613491,0.790434782609
461.833333333,4.3350329293,1.06894147157
489.166666667,4.04484961759,0.990170568562
481.083333333,3.88140503754,1.2567090301
495.666666667,4.13698981006,1.04865217391
450.583333333,4.34216407064,1.23545652174
520.833333333,4.2623138873,1.05569732441
501.5,4.06578041151,1.36472909699
498.0,4.05186322491,1.08575250836
478.25,3.79801166597,1.08721070234
467.0,3.87022700666,1.21671070234
517.583333333,4.21351561556,1.11798662207
476.75,3.99625618418,1.07389297659
509.75,3.79151307407,1.26274916388
447.547619048,0.800705786142,1.76027424749
485.0,2.86307252375,0.0160133779264
384.0,3.54225344558,3.18124916388
273.428571429,2.1839337761,2.04422408027
490.7,2.98166802427,2.35308026756
371.95,2.84168800313,2.09235953177
432.3,2.40913501966,2.5296270903
426.0,2.43294082803,2.72259698997
437.666666667,2.52080680571,2.64450167224
422.833333333,3.12146744696,2.75133779264
399.982142857,2.20840343925,3.23890802676
445.166666667,2.06572856532,2.61434448161
485.666666667,2.44652121006,2.5917909699
499.166666667,2.21037990571,2.86402675585
491.714285714,2.46245532046,3.06576588629
443.738095238,2.3499720193,2.94980267559
449.0,2.25808187465,3.02790301003
491.7,2.80322614263,2.73607525084
-106.0,7.34006090529,2.36949665552
478.976190476,2.27291032391,2.70312040134
522.966666667,2.55862547346,2.41117056856
489.0,2.51520949548,2.60677257525
476.333333333,2.59214431671,2.54269063545
477.666666667,2.68342005045,3.38675250836
516.625,1.06057453428,3.07829598662
388.3,2.7539041368,2.29570401338
496.3,2.75069120118,2.35490468227
477.366666667,2.74798233225,2.78193645485
485.666666667,2.76276743913,2.46124916388
501.45,2.57892939239,2.90408026756
636.564102564,0.840833975228,1.97193979933
381.119047619,1.97747098404,1.36838963211
623.666666667,2.45386994012,2.265
744.9,2.50905853266,2.67773745819
779.114285714,2.13850140438,3.04204682274
716.9,2.47582390539,3.00569230769
774.285714286,2.1566348943,3.72777591973
840.857142857,2.06877443283,3.81080267559
824.428571429,2.26322321134,3.88700501672
868.333333333,2.42260925192,3.29194481605
906.285714286,2.1772145416,3.82765551839
865.547619048,2.20118527001,3.7927458194
857.333333333,2.35864133237,3.32965886288
869.142857143,2.18973797344,3.85627090301
871.571428571,2.10404858209,3.92466220736
852.0,2.050865863,3.71676923077
607.5,4.47016994304,4.86347157191
210.5,5.62465011742,1.41279431438
277.583333333,4.80962391425,2.61488294314
346.0,2.15743345321,1.61703846154
332.277777778,1.80455007493,1.66300167224
306.857142857,2.04209349052,1.77655183946
338.333333333,2.09170837451,2.63914715719
450.0,14.7073690656,3.17320401338
325.222222222,1.45332179316,3.14804347826
432.122222222,1.45196091661,3.44193143813
493.5,1.45548819205,4.20244816054
586.590909091,1.45689921278,4.85759197324
669.3,1.46638849206,5.39315050167
524.0,1.46576698029,5.58151505017
564.266666667,1.50336647758,5.65053511706
651.1,1.46754266091,5.77025752508
735.7,1.47881229131,5.70871906355
536.1,1.4736550758,5.59300668896
582.409090909,1.45758195432,5.75181103679
701.1,1.46986711756,5.87114046823
772.372727273,1.46489947075,5.89768729097
766.7,1.49234601274,6.01055351171
610.080808081,1.4284995979,6.08772073579
798.0,6.55839836859,2.30876923077
260.066666667,2.47154494656,1.58669230769
339.5,2.47222734683,1.72886789298
334.857142857,2.06120136658,2.62116722408
257.5,1.94746715265,3.0518729097
425.619047619,2.36718564382,2.87211371237
411.261904762,2.46262061337,2.78250501672
485.0,2.47639751525,2.87961538462
461.214285714,2.42301700859,2.88423411371
483.5,2.46894380783,2.91224749164
383.666666667,2.10483642766,3.24371237458
394.119047619,2.15213210541,2.85818729097
409.714285714,2.10049096761,3.12081772575
521.666666667,2.49986250431,2.81016722408
432.571428571,2.08066097563,3.22149832776
450.142857143,2.11341390897,3.21772575251
485.675,2.0474277116,3.81751337793
206.5,3.33732792289,0.453953177258
582.0,7.12501163627,1.64260869565
414.35,3.24491621552,1.13686956522
455.25,3.44445252639,1.93190133779
480.4,3.06603110896,2.42290301003
531.7,2.90199258701,2.71424749164
627.6,2.88735642293,2.92615384615
565.4,3.30080510453,3.01433946488
558.6,3.04122791206,2.9899916388
549.133333333,2.85876075555,3.21951003344
671.5,2.69530659602,3.22575250836
621.0,3.01739697565,3.27880434783
648.566666667,2.66900976035,3.75239966555
604.033333333,2.72378055826,3.25243979933
606.833333333,2.53527133362,3.65404347826
629.5,2.46597589948,3.75112374582
665.833333333,2.69232201736,3.50853177258
623.0,3.93211839097,2.3941722408
552.833333333,2.16490570642,0.0220133779264
897.666666667,2.89904740643,0.91089632107
686.071428571,0.642288349433,3.58303177258
417.625,1.83320539507,2.24654682274
471.80952381,1.97676439852,1.15828428094
697.0,6.37042145563,1.27436789298
453.666666667,5.22877287583,1.03555016722
420.0,3.91637329234,1.22867558528
542.75,3.75550496606,1.37048829431
489.6,2.84510416821,1.50982107023
961.5,3.6213301713,1.65247491639
478.6,3.17773085197,1.47801505017
615.9,3.0340333336,1.6465
561.266666667,2.85339917388,1.97537959866
425.25,6.08104670885,1.82341638796
635.666666667,2.54945530734,1.9237090301
616.2,2.87196579398,2.00705351171
811.6,3.19759509084,2.27083444816
753.083333333,4.67973887726,2.64308862876
734.333333333,3.15068284212,2.56177090301
829.166666667,2.55653546772,2.60015719064
862.333333333,2.49257402061,2.78400501672
867.714285714,2.21321576562,3.52590301003
865.071428571,2.31463860443,2.94979264214
904.452380952,2.31242678171,3.7370367893
928.321428571,1.99846579564,3.76380936455
436.333333333,6.62422998062,3.29890133779
1004.0,2.11973633669,4.04486956522
928.660714286,2.05684837598,4.18253177258
986.916666667,1.77925437027,4.27496153846
1005.97222222,1.81037278606,4.76466053512
1092.125,2.07500110736,4.46887625418
1127.9,1.49745436098,5.34613545151
1088.17272727,1.36393850619,6.14900334448
1181.6,1.43303792086,6.08037959866
1138.01818182,1.44113653009,6.49139799331
1174.74545455,1.44708438737,6.43751839465
1186.8,1.4659431148,6.94987625418
1195.67272727,1.44001087303,7.58035451505
1018.21527778,0.847209766261,8.58860367893
1043.32817337,0.784686705743,9.81370735786
954.83974359,0.990064715225,2.86388461538
349.0,7.060028927,1.1268361204
148.333333333,2.58739723663,1.60826755853
145.2,2.59032069861,1.62909531773
222.566666667,2.58794198962,1.81066053512
287.0,2.21544701971,2.12731772575
259.833333333,2.41590651673,2.07114381271
295.595238095,2.41797671279,2.0752173913
305.071428571,2.33854468476,2.24077424749
420.285714286,2.2010062912,2.55764046823
478.357142857,2.21955266504,2.3527173913
446.285714286,2.21113291232,2.67154013378
401.314285714,2.18364953217,2.78294983278
384.428571429,1.98494267279,2.96523913043
359.8,4.14421460792,3.19288963211
436.333333333,2.44625009535,3.05794314381
412.119047619,2.44063900991,3.13597324415
451.75,1.68409350122,3.72923076923
479.411111111,1.63789187456,4.14644147157
489.111111111,1.65038927972,4.09655518395
479.888888889,1.63489689109,4.17642140468
560.544444444,1.63549468731,4.330909699
629.777777778,1.63653165817,4.69887792642
664.444444444,1.64124410846,4.83389799331
706.622222222,1.61089731137,5.02062207358
668.089285714,1.58833954412,4.90222408027
639.111111111,1.623729808,5.25775919732
661.333333333,1.62729055608,5.61463210702
666.7,1.58433552949,5.5410367893
586.445454545,1.51277070264,6.04514715719
637.011111111,1.57591450401,5.6085451505
626.8,1.57775260027,6.2088361204
626.581818182,1.51155245021,6.26788795987
567.791666667,1.16197310976,6.93462207358
390.625,2.29273043058,7.94327090301
405.247252747,1.12830572023,8.06594314381
470.107142857,2.25365285757,8.25710367893
456.824175824,1.12292063455,8.3529632107
514.119047619,1.11884166229,8.56213377926
460.0,1.99610474077,2.28571237458
470.642857143,2.03997037457,4.5137993311
508.571428571,2.15433041615,3.7609916388
481.547619048,2.39362066711,3.39520735786
470.5,2.51806335902,3.41830267559
482.5,2.4267719561,3.62938628763
320.428571429,1.9972639571,1.78389130435
375.675324675,1.42868916299,3.7756722408
306.081818182,1.40668650479,2.95043979933
343.772727273,1.41865648925,3.22989799331
311.181818182,1.39953454245,3.09882608696
732.212121212,1.37648172566,2.28728428094
509.5,4.8030580404,1.88050167224
658.666666667,2.43806184324,2.70156187291
676.766666667,2.74584574539,2.85457692308
768.666666667,2.58769367311,3.36758695652
854.666666667,2.63229985135,3.2186187291
844.333333333,2.47714955071,3.60200668896
857.0,2.40729727787,3.65198662207
789.0,2.27968192642,4.09178093645
878.333333333,2.42489935332,3.66044481605
810.0,2.3433156965,3.4871638796
826.285714286,2.13799878726,4.00637458194
857.0,2.53027017105,3.25209866221
813.857142857,2.21250365568,4.0487993311
789.761904762,2.35681363832,3.81427759197
797.75,2.74075388059,3.5151270903
496.222222222,1.55495081417,3.04012040134
512.909090909,1.37265924105,5.15704347826
474.727272727,1.39783523953,4.41776421405
504.963636364,1.38001571047,4.32015384615
496.818181818,1.37942457187,4.69182107023
325.0,11.1855708726,0.0653294314381
488.823529412,0.840222158839,2.68777926421
459.966666667,2.90489430293,1.4965083612
429.4,2.13865322709,1.63822073579
488.25,3.90718601557,1.79590635452
393.75,5.17935359815,1.59581772575
387.833333333,2.38563865542,1.47316555184
460.0,4.90964992714,1.61223411371
435.6,2.46156362636,1.22491973244
507.2,2.77753808644,1.57602842809
457.6,2.6132029335,1.47810535117
482.933333333,2.89812613169,1.60629431438
379.533333333,2.57854123128,1.69256020067
460.766666667,2.88494130396,1.60418729097
530.133333333,2.73727010182,1.7499632107
653.166666667,2.93270978378,1.68197491639
588.466666667,2.51748740685,1.95692474916
609.133333333,2.81084534849,1.74560033445
499.333333333,2.44487015448,2.10278093645
546.80952381,2.39286704684,2.19114381271
557.5,2.31968152286,2.34286956522
620.166666667,2.68010651778,2.235090301
636.166666667,2.40521471935,2.51859531773
677.333333333,2.50543593834,2.45486287625
724.2,2.69852356682,2.14008695652
604.928571429,2.17805084724,2.95137959866
709.033333333,2.65664290358,2.69156187291
809.8,2.95356730271,2.5964632107
804.595238095,2.35256844528,2.8880367893
797.0,2.70062981723,2.73549498328
807.333333333,2.84927204153,2.85526254181
824.333333333,2.59367985511,3.28460367893
797.142857143,2.14614724321,3.48143478261
851.928571429,2.2877406379,3.69510367893
840.142857143,2.29709071907,3.89233110368
829.178571429,2.05078930223,4.08256856187
832.946428571,2.01069176356,4.55290133779
833.428571429,1.93221892575,4.28504180602
839.75,1.90486781889,4.94546488294
809.75,2.01434712436,4.2704548495
880.875,1.89771988528,4.93930434783
872.486111111,1.7314048012,5.28509698997
875.75,1.84314283579,5.36873578595
854.946428571,1.93738672053,5.49886956522
871.088888889,1.54916170256,6.04591304348
875.888888889,1.66275393929,5.91919063545
868.472727273,1.41718524301,7.09782441472
852.190909091,1.41013792305,7.29258862876
788.412087912,1.12926605089,8.05411538462
826.090909091,1.3154167836,8.23057190635
351.5,0.336736326182,2.81381270903
187.875,1.94698242185,2.52858862876
406.680555556,1.59840242729,3.49059197324
448.9,1.58346712644,4.01412207358
487.355555556,1.58992778639,4.15729598662
586.122222222,1.59533256408,4.69394147157
604.111111111,1.59762286346,4.53005016722
573.777777778,1.59652175338,4.50583779264
660.066666667,1.58322874232,5.18086287625
528.944444444,1.58176384128,4.74731103679
543.922222222,1.59713786557,4.83893478261
638.366666667,1.60095383683,5.22699331104
636.577777778,1.60157418694,4.97565551839
586.111111111,1.59965557372,4.89359197324
632.266666667,1.59266628572,5.01133444816
661.6,1.59515826706,5.20683946488
503.5,1.45825580431,2.72237458194
691.0,12.396977294,2.47815551839
323.75,3.52663908398,1.32501337793
358.8,3.13624006972,1.68227424749
383.4,2.9921364381,1.66258361204
396.0,2.99102230803,1.70605685619
294.833333333,4.29165178946,0.6812909699
261.4,3.29203756618,1.01448494983
360.2,2.94910531348,1.51807525084
335.166666667,2.74351286857,1.70191304348
337.8,2.72607499611,1.66589297659
354.6,2.9455694236,1.63195986622
362.2,2.94143796672,1.51418729097
388.3,2.78997099727,1.65114882943
359.466666667,2.63034415734,1.93159866221
364.8,2.97679032172,1.66785953177
395.85,3.32804405518,1.5932458194
409.6,2.95506986208,1.57044648829
386.833333333,2.68216464777,1.83995986622
366.866666667,2.6675180221,1.77768561873
355.0,3.03695273195,1.74419565217
369.2,2.93118897587,1.77825919732
606.392857143,0.336584710182,2.53361538462
202.375,1.90048775227,3.04798996656
461.377777778,1.54737396275,4.0580083612
588.111111111,1.56064522115,4.32728929766
567.866666667,1.54359396542,4.98657190635
607.888888889,1.55461958564,5.09727090301
680.8,1.53755302594,5.60104180602
668.8,1.5386375604,5.58697491639
703.3,1.54344652061,5.59781103679
768.922222222,1.54916091851,6.03440802676
768.8,1.54054909465,5.66533946488
757.722222222,1.53599839955,6.01243143813
777.9,1.54215475185,6.18484113712
825.655555556,1.54482048128,5.55024247492
831.1,1.54492647727,6.16219732441
938.544444444,1.53990347903,5.96594481605
766.566666667,2.63339579815,3.18508361204
499.0,7.87606204401,0.489648829431
405.3,2.43839264354,2.19456688963
338.95,3.2779232431,1.22131939799
412.0,3.08259700181,1.59139632107
441.2,3.02190092667,1.73558026756
465.9,3.2131150259,1.51455016722
473.6,3.16772583814,1.82648160535
414.8,2.92078172068,1.70387959866
429.9,2.69139754375,1.70456020067
430.65,3.17178706536,1.60558026756
388.85,2.91484552064,1.75165886288
401.566666667,2.78319428116,1.63428929766
415.7,2.88311808422,1.63603511706
436.733333333,2.58240873779,1.78634280936
425.066666667,2.70603519302,1.70681939799
454.266666667,2.94907214778,1.55316220736
456.0,2.97404983625,1.65326254181
314.5,6.23426026628,2.2691638796
227.0,5.76352658947,0.120913043478
218.9,2.82140473643,2.65310033445
238.0,2.77381590076,1.33845986622
195.5,2.56976667734,1.43425585284
256.0,2.62056348865,1.56417391304
226.7,2.72776395628,1.55357023411
262.533333333,2.87332219667,1.32857859532
284.4,3.28698784,1.61132608696
295.166666667,2.48373015635,1.56606020067
317.833333333,2.42954186117,1.93453846154
311.5,2.47100001201,1.81269230769
340.095238095,2.48294075129,2.07861538462
357.6,2.84854521294,2.09417056856
406.738095238,2.36201196702,2.34088294314
398.733333333,2.80548744958,2.340909699
411.5,2.57212979626,2.11614381271
402.19047619,2.46636623767,2.53066220736
449.0,2.44964399243,2.6102006689
456.266666667,2.76094944602,2.62021404682
469.266666667,2.57022176506,2.56580936455
437.952380952,2.31447734466,2.95391973244
474.476190476,2.37672477096,3.42159531773
477.952380952,2.29676493378,3.15572408027
491.714285714,2.20101641805,3.73181270903
519.428571429,2.15931394881,3.84113377926
530.571428571,2.12769111827,3.66014381271
568.0,2.12402907481,3.77366220736
522.714285714,2.04334772978,4.13083444816
565.083333333,1.83035778383,4.50395652174
581.833333333,1.74118611437,4.80156521739
592.138888889,1.71355071828,5.44307023411
614.763888889,1.75100091637,5.01414214047
606.933333333,1.61415804323,5.78273745819
640.6,1.46600655825,5.88105685619
627.5,1.45387359711,6.74695819398
616.836363636,1.38965141835,7.15557190635
633.0,1.33357256037,6.80684280936
631.954545455,1.32585561767,7.82934615385
642.151515152,1.3170532237,8.0685735786
633.946969697,1.30485055375,7.98668729097
561.0,1.27293006717,8.09097658863
363.431818182,0.784915586483,1.76591137124
222.916666667,3.51034961474,1.10822073579
339.833333333,3.57795598302,1.39441137124
422.833333333,3.97009030544,1.30921237458
363.75,3.58902033214,1.32266889632
330.25,3.56394238751,1.27260200669
368.3,3.493636665,1.44759698997
382.85,3.51571793531,1.63495317726
371.5,4.04678485932,1.10780602007
340.75,3.4951395842,1.48773076923
409.75,4.00268019088,1.47433277592
383.416666667,3.81824136238,1.75492307692
373.8,3.39160875105,1.55813377926
386.3,3.5339427329,1.66193979933
430.25,3.93139868485,1.85763210702
473.1,3.3793642606,1.98150501672
471.5,3.44738761928,1.97513210702
458.2,3.6871573773,2.19997658863
391.25,3.75257712492,2.15482943144
460.25,3.23575376943,2.16311538462
469.25,3.36583916031,2.51265217391
478.333333333,2.92736908898,2.5234548495
478.6,3.00068666781,2.82240468227
529.4,2.7901591336,2.94406020067
510.0,2.84760333133,2.97570234114
504.633333333,2.64618270057,2.82226421405
501.966666667,2.7129506219,3.25132608696
472.0,2.62205453277,3.04063210702
533.571428571,2.40739454574,3.319409699
550.333333333,2.35455962653,3.79963879599
569.233333333,2.75125801157,3.75813712375
575.833333333,2.51999337351,3.54830769231
610.642857143,2.26782597152,3.89083444816
629.0,2.10251299927,4.76103177258
673.892857143,2.10764752963,4.94994816054
639.892857143,2.11558374885,4.74019397993
743.035714286,1.99377857608,5.01197491639
748.982142857,1.98985962043,5.41554013378
791.982142857,1.83233121068,5.3195451505
807.611111111,1.77626847069,6.06478093645
856.444444444,1.55447922934,6.49243143813
953.3,1.4781696558,7.45834113712
875.113636364,1.2228816241,7.89201337793
954.422222222,1.57248979585,3.56827759197
474.0,10.731592848,2.15896822742
